post_comment,id,sentence,entity,pos_sentiment_words,neg_sentiment_words,textblob,sentiment
post,94_cmt,butterfly garden,['butterfly garden'],[],[],0.0,6.428571429
post,94_cmt,movies,[],[],[],0.0,6.428571429
post,94_cmt,grocery store,[],[],[],0.0,6.428571429
post,94_cmt,missing a lot,[],[],['missing'],-0.2,5.714285714
post,94_cmt,another secret is the staff canteen,[],[],['secret'],-0.4,5.0
post,94_cmt,the location,[],[],[],0.0,6.428571429
post,94_cmt,if you know you know,[],[],[],0.0,6.428571429
post,94_cmt,hi theres cinema in the airport too,[],[],[],0.0,6.428571429
post,94_cmt,good for kids,[],['good'],[],0.7,8.928571429
post,94_cmt,i brought my kids there,[],[],[],0.0,6.428571429
post,94_cmt,kid,[],[],[],0.0,6.428571429
post,94_cmt,friendly cinema,[],['friendly'],[],0.375,7.767857143
post,94_cmt,last year singapore may not be the first airport after terminal 5 opens it will top again,"['last year', 'singapore', 'first', '5']",['top'],[],0.25,7.321428571
post,94_cmt,best airport in the world with the best airline in the world,[],"['best', 'best']",[],1.0,10.0
post,94_cmt,sia,['sia'],[],[],0.0,6.428571429
post,94_cmt,dont forget to mention they have bus tour for free,[],['free'],[],0.4,7.857142857
post,94_cmt,bro its jewel not changi airport,"['bro', 'jewel']",[],[],0.0,6.428571429
post,94_cmt,proud of singapore,['singapore'],['proud'],[],0.8,9.285714286
post,94_cmt,you shouldnt drink in the airport,[],[],[],0.0,6.428571429
post,94_cmt,why the hell not,[],[],[],0.0,6.428571429
post,94_cmt,i think u too slow,[],[],['slow'],-0.3,5.357142857
post,94_cmt,hahaahaha,['hahaahaha'],[],[],0.0,6.428571429
post,94_cmt,no doubt,[],[],[],0.0,6.428571429
post,94_cmt,welcome to singapore,['singapore'],['welcome'],[],0.8,9.285714286
post,94_cmt,thats jewel,['jewel'],[],[],0.0,6.428571429
post,94_cmt,going in a month,['a month'],[],[],0.0,6.428571429
post,94_cmt,i walked on the canopy walk before it felt so weird w glass underneath,[],[],['weird'],-0.5,4.642857143
post,94_cmt,pretty,[],['pretty'],[],0.25,7.321428571
post,94_cmt,we dont rlly pronounce changi as chang gi we literally pronounce the,['chang'],[],[],0.0,6.428571429
post,94_cmt,ng,[],[],[],0.0,6.428571429
post,94_cmt,as the,[],[],[],0.0,6.428571429
post,94_cmt,ng,[],[],[],0.0,6.428571429
post,94_cmt,in the word,[],[],[],0.0,6.428571429
post,94_cmt,hang,[],[],[],0.0,6.428571429
post,94_cmt,best,[],['best'],[],1.0,10.0
post,94_cmt,was the best,[],['best'],[],1.0,10.0
post,94_cmt,it makes singaporeans happy when tourists praise our country,[],['happy'],[],0.8,9.285714286
post,94_cmt,and the pcs,[],[],[],0.0,6.428571429
post,94_cmt,woah,[],[],[],0.0,6.428571429
post,94_cmt,thanks for the info,[],['thanks'],[],0.2,7.142857143
post,94_cmt,mhmkeowy the first one,"['mhmkeowy', 'first', 'one']",[],[],0.0,6.428571429
post,94_cmt,oooh u had a great time in jewel,['jewel'],['great'],[],0.8,9.285714286
post,94_cmt,proud,[],['proud'],[],0.8,9.285714286
post,94_cmt,jewel to go in is free no need to pay anything wrong information,['jewel'],['free'],['wrong'],-0.0499999999999999,6.25
post,94_cmt,yes we do best airport goes to us,[],['best'],[],1.0,10.0
post,94_cmt,heathrow airport drop in ranks,['heathrow airport'],[],[],0.0,6.428571429
post,94_cmt,changi airport is the best ever,['changi'],['best'],[],1.0,10.0
post,94_cmt,like ever,[],[],[],0.0,6.428571429
post,94_cmt,am the lucky person bcoz i work jewel 5 years,"['jewel', '5 year']",['lucky'],[],0.3333333333333333,7.619047619
post,94_cmt,now i know that i missed a lot,[],[],[],0.0,6.428571429
post,94_cmt,well gotta go back tomorrow,['tomorrow'],[],[],0.0,6.428571429
post,94_cmt,doha hamad is the best mate,['doha'],['best'],[],1.0,10.0
post,94_cmt,xxjavi95xx,[],[],[],0.0,6.428571429
post,94_cmt,wifi,[],[],[],0.0,6.428571429
post,94_cmt,line bruh theres some stuff i didnt know lol,[],['lol'],[],0.8,9.285714286
post,94_cmt,having them outside looking into the lounge is another sense of accomplishment,[],[],[],0.0,6.428571429
post,94_cmt,we work hard we play hard too,[],[],"['hard', 'hard']",-0.2916666666666667,5.386904762
post,94_cmt,that,[],[],[],0.0,6.428571429
post,94_cmt,s us,[],[],[],0.0,6.428571429
post,94_cmt,where exactly is the seating area in your video,[],['exactly'],[],0.25,7.321428571
post,94_cmt,thanks,[],['thanks'],[],0.2,7.142857143
post,94_cmt,hi there,[],[],[],0.0,6.428571429
post,94_cmt,got money everything good la,[],['good'],[],0.7,8.928571429
post,94_cmt,we don,[],[],[],0.0,6.428571429
post,94_cmt,t really think it,[],['really'],[],0.2,7.142857143
post,94_cmt,s the best though,[],['best'],[],1.0,10.0
post,94_cmt,we are very humble,[],['very'],['humble'],-0.26,5.5
post,94_cmt,my dream distination,[],[],[],0.0,6.428571429
post,94_cmt,we can play together,[],[],[],0.0,6.428571429
post,94_cmt,yeah singapore,['singapore'],[],[],0.0,6.428571429
post,94_cmt,fab,['fab'],[],[],0.0,6.428571429
post,94_cmt,glam,[],[],[],0.0,6.428571429
post,94_cmt,so cool,[],['cool'],[],0.35,7.678571429
post,94_cmt,this airport just gives that holiday vibe,[],[],[],0.0,6.428571429
post,94_cmt,haneda is still better,[],['better'],[],0.5,8.214285714
post,94_cmt,ari,['ari'],[],[],0.0,6.428571429
post,94_cmt,visit again when i go back,[],[],[],0.0,6.428571429
post,94_cmt,"omg this looks like it came from that episode of cowboy bebop where they go to venus i think with the floating cities icant remember
the anime",[],[],[],0.0,6.428571429
post,94_cmt,why when i was there i couldnt find any of this cool stuff or waterfalls i was so confused,[],['cool'],['confused'],-0.025,6.339285714
post,94_cmt,the lower level where all the staff go has the best food,['food'],['best'],[],1.0,10.0
post,94_cmt,nice,[],['nice'],[],0.6,8.571428571
post,94_cmt,what about the slide,[],[],[],0.0,6.428571429
post,94_cmt,why have beer if you cant drink it,[],[],[],0.0,6.428571429
post,94_cmt,just get an american express,['american'],[],[],0.0,6.428571429
post,94_cmt,then go to their lounge,[],[],[],0.0,6.428571429
post,94_cmt,love this airport,[],['love'],[],0.5,8.214285714
post,94_cmt,you didnt even mention the bathrooms,[],[],[],0.0,6.428571429
post,94_cmt,gotta pay,[],[],[],0.0,6.428571429
post,94_cmt,10 to walk around the airport,['10'],[],[],0.0,6.428571429
post,94_cmt,why can,[],[],[],0.0,6.428571429
post,94_cmt,t you drink inside the airport,[],[],[],0.0,6.428571429
post,94_cmt,not everyone knows,[],[],[],0.0,6.428571429
post,94_cmt,what,[],[],[],0.0,6.428571429
post,94_cmt,s going to happen when flights don,[],[],[],0.0,6.428571429
post,94_cmt,t need stopovers,[],[],[],0.0,6.428571429
post,94_cmt,like the planned non,[],[],[],0.0,6.428571429
post,94_cmt,stop uk,[],[],[],0.0,6.428571429
post,94_cmt,oz,[],[],[],0.0,6.428571429
post,94_cmt,undoubtedly the best,[],['best'],[],1.0,10.0
post,94_cmt,we welcome all of you to singapore,['singapore'],['welcome'],[],0.8,9.285714286
post,94_cmt,ilikemilkteawithpearls have you been to singapore before,['singapore'],[],[],0.0,6.428571429
post,94_cmt,its an amazing place i love their chicken rice,[],"['amazing', 'love']",['chicken'],0.1666666666666667,7.023809524
post,94_cmt,yas im from sg,[],[],[],0.0,6.428571429
post,94_cmt,hahahaarrl ad 3rd one,"['hahahaarrl', '3rd']",[],[],0.0,6.428571429
post,94_cmt,actually hamad international airport in doha is the best on skytrax,"['hamad international airport', 'doha']",['best'],[],0.3333333333333333,7.619047619
post,94_cmt,best airport i,[],['best'],[],1.0,10.0
post,94_cmt,ve been to,[],[],[],0.0,6.428571429
post,94_cmt,7,['7'],[],[],0.0,6.428571429
post,94_cmt,11,['11'],[],[],0.0,6.428571429
post,94_cmt,do they have coke slurpees,[],[],[],0.0,6.428571429
post,94_cmt,shouldntt drink in the airport,[],[],[],0.0,6.428571429
post,94_cmt,faints in british,['british'],[],[],0.0,6.428571429
post,94_cmt,pm lky said that if our airport isn,[],[],[],0.0,6.428571429
post,94_cmt,t number one there is no point on have one,[],[],[],0.0,6.428571429
post,94_cmt,r i p pm lky,['p pm lky'],[],[],0.0,6.428571429
post,94_cmt,i was really dissapointed when i went there looked old and outdated but then i realised i was in the wrong terminal for the splendour,[],"['really', 'old']","['outdated', 'wrong']",-0.15,5.892857143
post,94_cmt,you definitely should drink inside the airport,[],[],[],0.0,6.428571429
post,94_cmt,that,[],[],[],0.0,6.428571429
post,94_cmt,s what airports are for,[],[],[],0.0,6.428571429
post,94_cmt,good advice,[],['good'],[],0.7,8.928571429
post,94_cmt,used to go to 7,['7'],[],[],0.0,6.428571429
post,94_cmt,11 to buy party hats before entering the 4 floors on orchard road,"['11', '4', 'orchard']",[],[],0.0,6.428571429
post,94_cmt,why shouldn,[],[],[],0.0,6.428571429
post,94_cmt,t you drink inside the airport why do you think they sell it,[],[],[],0.0,6.428571429
post,94_cmt,i love changi airport been there at lunchtime and in the early hours and its soo cool,['the early hour'],"['love', 'cool']",[],0.425,7.946428571
post,94_cmt,seeing the guards with aks and the butterfly exhibit i found to be pretty cool,[],"['pretty', 'cool']",[],0.3,7.5
post,94_cmt,jeangk,[],[],[],0.0,6.428571429
post,94_cmt,ashraman5,['ashraman5'],[],[],0.0,6.428571429
post,94_cmt,nattag36 okkkkk im hype,['nattag36'],[],[],0.0,6.428571429
post,94_cmt,asahi,['asahi'],[],[],0.0,6.428571429
post,94_cmt,super dry,[],['super'],['dry'],0.1333333333333333,6.904761905
post,94_cmt,which terminal is this,[],[],[],0.0,6.428571429
post,94_cmt,its an airport,[],[],[],0.0,6.428571429
post,94_cmt,i cant wait to get home when i land at any airport,[],[],[],0.0,6.428571429
post,94_cmt,i never utilise any of the facilities prices are a rip off at all airports,[],[],[],0.0,6.428571429
post,94_cmt,except everything is closed at 3am,['3 am'],[],['closed'],-0.1,6.071428571
post,94_cmt,nope,[],[],[],0.0,6.428571429
post,94_cmt,it,[],[],[],0.0,6.428571429
post,94_cmt,s kona hawaii,[],[],[],0.0,6.428571429
post,94_cmt,deanloststiktoks whos gonna stop me from living here,[],[],[],0.0,6.428571429
post,94_cmt,what,[],[],[],0.0,6.428571429
post,94_cmt,s your visa situation,[],[],[],0.0,6.428571429
post,94_cmt,i actually love incheon airport in korea more,['korea'],"['love', 'more']",[],0.5,8.214285714
post,94_cmt,so much to do,[],['much'],[],0.2,7.142857143
post,94_cmt,so many shops in this airport,[],['many'],[],0.5,8.214285714
post,94_cmt,pokemon center,[],[],[],0.0,6.428571429
post,94_cmt,shanazakhan,[],[],[],0.0,6.428571429
post,94_cmt,asirahtasnim interesting,[],['interesting'],[],0.5,8.214285714
post,94_cmt,or 3 lounges,['3'],[],[],0.0,6.428571429
post,94_cmt,why shouldnt you drink inside the airport i have done it many times there,[],['many'],[],0.5,8.214285714
post,94_cmt,booooo everything was closed when i was there peak pandemic,['booooo'],[],['closed'],-0.1,6.071428571
post,94_cmt,there was me terrified and about 5 other people,['about 5'],[],['other'],-0.125,5.982142857
post,94_cmt,nobody ever shows the rooftop bar,[],[],[],0.0,6.428571429
post,94_cmt,feba98 tips,[],[],[],0.0,6.428571429
post,94_cmt,if you are transition thru changi airport they would literally give you some money to spend at the airport,[],[],[],0.0,6.428571429
post,94_cmt,the pool is amazimg,[],[],[],0.0,6.428571429
post,94_cmt,best for stopovers with kids,[],['best'],[],1.0,10.0
post,94_cmt,if me go to singapore absolutely i go the airport firsssttttt,['singapore'],['absolutely'],[],0.2,7.142857143
post,94_cmt,cuz i wana its look all comfortable i nver been go their like thaat,[],['comfortable'],[],0.4,7.857142857
post,94_cmt,tq for this guy,[],[],[],0.0,6.428571429
post,94_cmt,i was really quite disappointed,[],['really'],['disappointed'],-0.275,5.446428571
post,94_cmt,you have to go through immigration to access the jewel,['jewel'],[],[],0.0,6.428571429
post,94_cmt,the terminals were a bit bland,[],[],['bland'],-0.1666666666666666,5.833333333
post,94_cmt,and that carpet,[],[],[],0.0,6.428571429
post,95_cmt,madamme,[],[],[],0.0,6.428571429
post,95_cmt,scoot and singapore airlines said hi to you po,['singapore airline'],[],[],0.0,6.428571429
post,95_cmt,first few lines wrong na dayon,['first'],[],"['few', 'wrong']",-0.35,5.178571429
post,95_cmt,naay scoot ug singapore airline na direct flight daily,['singapore airline'],['direct'],[],0.05,6.607142857
post,95_cmt,other requirments we prepared na hindi hiningi,['hindi hiningi'],[],['other'],-0.125,5.982142857
post,95_cmt,vaxcertph,[],[],[],0.0,6.428571429
post,95_cmt,my ica mobile qr sg immigration,['sg immigration'],[],[],0.0,6.428571429
post,95_cmt,crsnt,[],[],[],0.0,6.428571429
post,95_cmt,what if mag tourist,[],[],[],0.0,6.428571429
post,95_cmt,rue hehehehehe,['rue hehehehehe'],[],[],0.0,6.428571429
post,95_cmt,lol naa man gud scoot airlines and sg airlines,['sg'],['lol'],[],0.8,9.285714286
post,95_cmt,kagwang,[],[],[],0.0,6.428571429
post,95_cmt,"dvo to singapore august 18 2023
scoot airlines for only 6050
pm directlly maam","['dvo', 'singapore', 'august 18 2023']",[],[],0.0,6.428571429
post,95_cmt,sir,[],[],[],0.0,6.428571429
post,95_cmt,can i ask po about travel insurance if needed and if ever where we can get it,[],[],[],0.0,6.428571429
post,95_cmt,naay scoot dvo,[],[],[],0.0,6.428571429
post,95_cmt,sg direct,[],['direct'],[],0.1,6.785714286
post,95_cmt,haze hmmm,[],[],[],0.0,6.428571429
post,95_cmt,naay scoot airlines hehe,[],[],[],0.0,6.428571429
post,95_cmt,what about scoot and singapore air,['singapore'],[],[],0.0,6.428571429
post,95_cmt,don,[],[],[],0.0,6.428571429
post,95_cmt,t they have direct flights sad,[],['direct'],['sad'],-0.2,5.714285714
post,95_cmt,scoot and singapore airlines,['singapore airline'],[],[],0.0,6.428571429
post,95_cmt,sweetiecareen050214 bayda,[],[],[],0.0,6.428571429
post,95_cmt,i booked a flight dvo,[],[],[],0.0,6.428571429
post,95_cmt,sg march 282024 pero canceled,['march 282024'],[],[],0.0,6.428571429
post,95_cmt,pag check nako puros na connecting flight dvo,[],[],[],0.0,6.428571429
post,95_cmt,mnl,[],[],[],0.0,6.428571429
post,95_cmt,sg,[],[],[],0.0,6.428571429
post,95_cmt,how true nga wala nay direct flight dvo,['nga wala'],"['true', 'direct']",[],0.2249999999999999,7.232142857
post,95_cmt,sg,[],[],[],0.0,6.428571429
post,95_cmt,i just love the outroooo hahaha,[],"['love', 'hahaha']",[],0.35,7.678571429
post,95_cmt,laag namo go,['namo'],[],[],0.0,6.428571429
post,95_cmt,scott and singapore airlines available 3 times a week po,"['scott', 'singapore airline', '3']",['available'],[],0.4,7.857142857
post,95_cmt,cheska sayago morent d na need insurance haha shuts,['cheska'],['haha'],[],0.2,7.142857143
post,95_cmt,naa pud singapore airlines so dli lang cebpac and scoot and airlines going to sg,"['singapore airline', 'dli lang']",[],[],0.0,6.428571429
post,95_cmt,singapore airlines too,['singapore airline'],[],[],0.0,6.428571429
post,95_cmt,may scoot man din,[],[],[],0.0,6.428571429
post,95_cmt,scoot airlines pud maam,['scoot airlines'],[],[],0.0,6.428571429
post,95_cmt,jamzxcs,['jamzxcs'],[],[],0.0,6.428571429
post,95_cmt,lavamaldita,[],[],[],0.0,6.428571429
post,95_cmt,naa pud singapore airlines scoot airlines uy,"['pud', 'singapore airlines scoot airlines']",[],[],0.0,6.428571429
post,95_cmt,scoot airline pud mii dvo,"['scoot airline pud mii', 'dvo']",[],[],0.0,6.428571429
post,95_cmt,sing mao ako nsakyan pa australia,['mao ako nsakyan pa'],[],[],0.0,6.428571429
post,95_cmt,miss nku ang singapore,"['nku ang', 'singapore']",[],[],0.0,6.428571429
post,95_cmt,16 yrs ko sa singapore ngwork,"['16 yrs', 'singapore']",[],[],0.0,6.428571429
post,95_cmt,sugarmunch08 passport na atong goal next time kay para international travel na dayon hahahaha,"['atong', 'kay para']",['hahahaha'],[],0.0666666666666666,6.666666667
post,95_cmt,wla naba mo ni agi ug interview sa io po,"['wla naba', 'interview sa', 'po']",[],[],0.0,6.428571429
post,95_cmt,or ni agi ghpon,[],[],[],0.0,6.428571429
post,95_cmt,pila po budget ninyo,['pila po budget ninyo'],[],[],0.0,6.428571429
post,95_cmt,as of june 27 discontinued na dvo,['june 27'],[],[],0.0,6.428571429
post,95_cmt,sg ni bupak,[],[],[],0.0,6.428571429
post,95_cmt,scoot nalng nagpa bilin,[],[],[],0.0,6.428571429
post,95_cmt,anu po questions sa davao immig,[],[],[],0.0,6.428571429
post,95_cmt,to singapore,['singapore'],[],[],0.0,6.428571429
post,95_cmt,ok na din yong scoot,[],['ok'],[],0.5,8.214285714
post,95_cmt,scoot and singapore airliness ang naa pud sa davao not only cebu pac,"['singapore', 'sa']",[],[],0.0,6.428571429
post,95_cmt,cancelled na cebupac davao,[],[],[],0.0,6.428571429
post,95_cmt,singapore,['singapore'],[],[],0.0,6.428571429
post,95_cmt,aileen jamoner sa singapore,"['aileen', 'jamoner sa', 'singapore']",[],[],0.0,6.428571429
post,95_cmt,gikan kog dvo scoot ako gisakyan direct sya singapore,"['gikan kog dvo scoot', 'ako gisakyan direct sya', 'singapore']",[],[],0.0,6.428571429
post,95_cmt,huhu,[],[],[],0.0,6.428571429
post,95_cmt,mao jd ni akong need na video,"['mao jd', 'akong']",[],[],0.0,6.428571429
post,95_cmt,kay mag travel mi next month,"['kay mag travel', 'next month']",[],[],0.0,6.428571429
post,95_cmt,maam paano po if not fully vaccinated pero may medical certificate po,[],[],[],0.0,6.428571429
post,95_cmt,pila nagastos nnyo maaam,['pila nagastos nnyo maaam'],[],[],0.0,6.428571429
post,95_cmt,wala nag direct flight ang ceb pac from dv,['ang ceb'],['direct'],[],0.1,6.785714286
post,95_cmt,sg makalagot gicancel nila tanan flights from dv,['sg makalagot gicancel nila'],[],[],0.0,6.428571429
post,95_cmt,sg,[],[],[],0.0,6.428571429
post,95_cmt,maam kami nag book pud pa singapore pero naay layover,"['kami', 'singapore']",[],[],0.0,6.428571429
post,95_cmt,kinsay mag interview ana dvao io o clark io,['mag interview ana'],[],[],0.0,6.428571429
post,95_cmt,kamo diay to maam,['kamo'],[],[],0.0,6.428571429
post,95_cmt,na spot,[],[],[],0.0,6.428571429
post,95_cmt,gbexssaviation aircraft mo maam,[],[],[],0.0,6.428571429
post,95_cmt,gi cancel pud nila akoang flight for june 18 sana huhuhu,"['pud', 'june 18', 'sana']",[],[],0.0,6.428571429
post,95_cmt,dili pud baya ko si cebu pac,"['pud baya ko si', 'cebu']",[],[],0.0,6.428571429
post,95_cmt,hahhahahahah,[],[],[],0.0,6.428571429
post,95_cmt,maam,[],[],[],0.0,6.428571429
post,95_cmt,bakewithcare himog video maam eplain please imong itinerary sa sg,['himog video'],[],[],0.0,6.428571429
post,95_cmt,paet og apiki gyud nang airport nila diha,"['apiki', 'nang airport nila']",[],[],0.0,6.428571429
post,95_cmt,nacancel na ang dvo,[],[],[],0.0,6.428571429
post,95_cmt,sg flight,[],[],[],0.0,6.428571429
post,95_cmt,yanjiil summer naol wala na cancel,['yanjiil summer'],[],[],0.0,6.428571429
post,95_cmt,murag walay nay direct flight dvo,[],['direct'],[],0.1,6.785714286
post,95_cmt,sg,[],[],[],0.0,6.428571429
post,95_cmt,nag dvo sg pd ko akong gi dala isa ka duffel bag lang padulong  pag uli naa nakoi additional isa ka lauggage puros chocolate,"['dvo', 'ko akong', 'isa ka']",[],[],0.0,6.428571429
post,95_cmt,vx katong lounge,['vx katong'],[],[],0.0,6.428571429
post,95_cmt,gcancel akoa dvo,[],[],[],0.0,6.428571429
post,95_cmt,sg by ceb pac this coming aug such a hassle na mag via mnl or ceb pami ngnu kaha,"['ceb', 'ngnu kaha']",[],[],0.0,6.428571429
post,95_cmt,wlaon nba nila ang kana na flight,"['wlaon nba nila', 'ang kana']",[],[],0.0,6.428571429
post,95_cmt,huhu sayang,[],[],[],0.0,6.428571429
post,95_cmt,naay scoot sis mas barato ug ok sa baggage policiy than cebpac,['ok sa'],[],[],0.0,6.428571429
post,95_cmt,itsmeneljunonig,[],[],[],0.0,6.428571429
post,95_cmt,next year beh puhon,['next year'],[],[],0.0,6.428571429
post,95_cmt,kanus,[],[],[],0.0,6.428571429
post,95_cmt,a flight ninyo ani po,['ninyo ani po'],[],[],0.0,6.428571429
post,95_cmt,naa po coffee shop duol gate 5 po,"['shop duol', '5']",[],[],0.0,6.428571429
post,95_cmt,yzrrrr hihi,['yzrrrr hihi'],[],[],0.0,6.428571429
post,95_cmt,hi,[],[],[],0.0,6.428571429
post,95_cmt,lahi anh terminal fee lahi pajud ang travel tax,['lahi anh terminal fee lahi pajud ang'],[],[],0.0,6.428571429
post,95_cmt,thanks,[],['thanks'],[],0.2,7.142857143
post,95_cmt,nagapangita gyd ang io davo ug travel insurance maam,['nagapangita gyd ang io davo ug'],[],[],0.0,6.428571429
post,95_cmt,gi cancel na sa 5j ang dvo sin direct,"['5j', 'ang dvo']",['direct'],[],0.1,6.785714286
post,95_cmt,last flight nila june 6,['june 6'],[],[],0.0,6.428571429
post,95_cmt,timing na june 25 unta ko larga but it got canceled,"['june 25', 'unta ko']",[],[],0.0,6.428571429
post,95_cmt,first ni nimo mag travel international maam,['first'],[],[],0.0,6.428571429
post,95_cmt,how about sa new na travellers po,[],['new'],[],0.1363636363636363,6.915584416
post,95_cmt,wow ka nice pud ana maam oi,[],"['wow', 'nice']",[],0.35,7.678571429
post,95_cmt,d ba naay anniepie dha airport,['anniepie dha'],[],[],0.0,6.428571429
post,95_cmt,naa silay coffee,[],[],[],0.0,6.428571429
post,95_cmt,walaun na dba ang dvo,['dba ang dvo'],[],[],0.0,6.428571429
post,95_cmt,sg kay nacancel akong flight sa august,"['sg kay nacancel akong', 'sa', 'august']",[],[],0.0,6.428571429
post,95_cmt,kinsa nagmanage sa inyo laagan maam,"['kinsa nagmanage', 'sa inyo laagan']",[],[],0.0,6.428571429
post,95_cmt,kamo ra pud,['kamo'],[],[],0.0,6.428571429
post,95_cmt,scoot din po ma,['scoot din po'],[],[],0.0,6.428571429
post,95_cmt,am may direct flight sa singapore,['singapore'],['direct'],[],0.1,6.785714286
post,95_cmt,puhon,[],[],[],0.0,6.428571429
post,95_cmt,jade andrade,[],[],[],0.0,6.428571429
post,95_cmt,libra,[],[],[],0.0,6.428571429
post,95_cmt,jason ayon,['jason ayon'],[],[],0.0,6.428571429
post,95_cmt,ang scoot diay,['ang scoot'],[],[],0.0,6.428571429
post,95_cmt,ask lng po okie lang po ba maski wala pama naka booster,"['okie lang', 'maski wala']",[],[],0.0,6.428571429
post,95_cmt,wala na direct cebu pac  dvo to singapore huhu gipang cancel na,"['wala', 'dvo', 'singapore']",['direct'],[],0.1,6.785714286
post,95_cmt,scoot beh,['scoot beh'],[],[],0.0,6.428571429
post,95_cmt,naa man,[],[],[],0.0,6.428571429
post,95_cmt,kadaghan ga sg this month oy bago rasad mi naabot from sg and first time int,"['kadaghan ga', 'this month', 'first']",[],[],0.0,6.428571429
post,95_cmt,traveler and grabe maka amaze kaayo ilang lugar lami sig balik2,"['maka', 'kaayo ilang lugar lami', 'balik2']",[],[],0.0,6.428571429
post,95_cmt,scoot airlines naa oy,['scoot airlines'],[],[],0.0,6.428571429
post,95_cmt,naa gihapon scoot airlines ata gihapon sa davao to singapore,"['gihapon sa', 'singapore']",[],[],0.0,6.428571429
post,95_cmt,andy,['andy'],[],[],0.0,6.428571429
post,95_cmt,m wala lang hahahahahahahahahaha,['m wala lang'],[],[],0.0,6.428571429
post,95_cmt,have you tried taiwan po,['taiwan'],[],[],0.0,6.428571429
post,95_cmt,from davao,[],[],[],0.0,6.428571429
post,95_cmt,need po ba booster sa vaccine,['booster sa vaccine'],[],[],0.0,6.428571429
post,95_cmt,pls help pp,[],[],[],0.0,6.428571429
post,95_cmt,maaam need ba may booster ang vaccinr,['booster ang vaccinr'],[],[],0.0,6.428571429
post,95_cmt,unsa klase nga fully vaccinated,['unsa'],[],[],0.0,6.428571429
post,95_cmt,kanang upto 2dose lang or apil complete booster,"['2dose', 'lang']",['complete'],[],0.1,6.785714286
post,95_cmt,makulbaan nako makadungog ug cebu pac kay feeling nako ma cancel akong flight if saila ko mag book haha,"['makulbaan nako makadungog', 'nako ma', 'saila ko mag book']",['haha'],[],0.2,7.142857143
post,95_cmt,cancelled na direct flights ng dvo,[],['direct'],[],0.1,6.785714286
post,95_cmt,sg sa aug huhuhu,['sg sa aug huhuhu'],[],[],0.0,6.428571429
post,95_cmt,hzlnut ano,['hzlnut ano'],[],[],0.0,6.428571429
post,95_cmt,tara na,[],[],[],0.0,6.428571429
post,95_cmt,ahhahahahuhu,[],[],[],0.0,6.428571429
post,95_cmt,deretso lang mo nag palit ug ticket ma,[],[],[],0.0,6.428571429
post,95_cmt,am or naay kailangan pa na documents,[],[],[],0.0,6.428571429
post,95_cmt,oh sabay pala tayo sa lounge and flight maam,['tayo sa'],[],[],0.0,6.428571429
post,95_cmt,hahaha,[],['hahaha'],[],0.2,7.142857143
post,95_cmt,ay ganahan ko ani,['ganahan ko ani'],[],[],0.0,6.428571429
post,95_cmt,"sa sg immigration
scan lng imu passport all done
na",[],[],[],0.0,6.428571429
post,95_cmt,"
sa ph daghan kaau",[],[],[],0.0,6.428571429
post,95_cmt,wala diay singapore airlines po,['diay singapore airlines'],[],[],0.0,6.428571429
post,95_cmt,pero naa koy friends na gi pangayuan og travel insurance,['pero naa koy'],[],[],0.0,6.428571429
post,95_cmt,naay travel insurance sa gcash,[],[],[],0.0,6.428571429
post,95_cmt,incase pangayuan mo,[],[],[],0.0,6.428571429
post,95_cmt,how about travel tax,[],[],[],0.0,6.428571429
post,95_cmt,tjbp,[],[],[],0.0,6.428571429
post,95_cmt,sears,[],[],[],0.0,6.428571429
post,95_cmt,not,[],[],[],0.0,6.428571429
post,95_cmt,ana,[],[],[],0.0,6.428571429
post,95_cmt,stephies24,['stephies24'],[],[],0.0,6.428571429
post,95_cmt,earl,['earl'],[],[],0.0,6.428571429
post,95_cmt,ronabbe finds,[],[],[],0.0,6.428571429
post,95_cmt,"dvo to singapore august 18 2023
scoot airlines for only 6050
pm directlly maam","['dvo', 'singapore', 'august 18 2023']",[],[],0.0,6.428571429
post,95_cmt,sir,[],[],[],0.0,6.428571429
post,95_cmt,ynnnnns,[],[],[],0.0,6.428571429
post,95_cmt,keun,[],[],[],0.0,6.428571429
post,96_cmt,chijmes free,['chijme'],['free'],[],0.4,7.857142857
post,96_cmt,where is the spectra light show located,['light show'],[],[],0.0,6.428571429
post,96_cmt,you know what,[],[],[],0.0,6.428571429
post,96_cmt,s good,[],['good'],[],0.7,8.928571429
post,96_cmt,just like our,[],[],[],0.0,6.428571429
post,96_cmt,singaporewards,[],[],[],0.0,6.428571429
post,96_cmt,can you please share the location where to stay is better to explore all this things,[],['better'],[],0.5,8.214285714
post,96_cmt,this is so helpful,[],[],[],0.0,6.428571429
post,96_cmt,thank you so much,[],['much'],[],0.2,7.142857143
post,96_cmt,og tita spectra lights,[],[],[],0.0,6.428571429
post,96_cmt,do ann,['do ann'],[],[],0.0,6.428571429
post,96_cmt,charmaine gatdula,[],[],[],0.0,6.428571429
post,96_cmt,chenie angel suarez taraaa,['chenie angel suarez taraaa'],[],[],0.0,6.428571429
post,96_cmt,what a beautiful scenery,[],['beautiful'],[],0.85,9.464285714
post,96_cmt,i want to go too,[],[],[],0.0,6.428571429
post,96_cmt,does anyone want to lead the way,[],[],[],0.0,6.428571429
post,96_cmt,clark quay is pretty at night,['clark quay'],['pretty'],[],0.25,7.321428571
