,id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,audio_to_text
111,113_post,https://www.tiktok.com/@elroseb_/video/7138800575566597381,Els 🦋,207,179,5635,2022-9-2,/@elroseb_,elroseb_,Day 1 done! I’ve never been so exhausted but I’m so grateful to explore this beautiful country. Bring on tomorrow when I’m feeling more human 🥹 ,"['travel', 'travelling', 'singapore', 'travelvlog', 'vlog']",4019,91,16,188,how old is Singapore with me Google
112,114_post,https://www.tiktok.com/@itskatherineho/video/7234688923648232747,Katherine Ho,1303,9986,285.4K,2023-5-19,/@itskatherineho,itskatherineho,Couldn’t come to Singapore and not do this 😂 ,"['singaporetravel', 'crazyrichasians', 'soundtrack', 'yellow', 'mandarin', 'singing', 'marinabaysands', 'newtonfoodcentre', 'gardensbythebay', 'supertreegrove', 'aapifamily']",127.5K,8668,941,633,crazy Rich Asians soundtrack and I finally got to visit some of the landmarks that the movie was filmed at home
113,115_post,https://www.tiktok.com/@ste.ppi/video/7191782598425808130,steppi,87,30,241,2023-1-23,/@ste.ppi,ste.ppi,DIY Budget Singapore Travel 🫶🏻 ,"['singapore', 'diy', 'fyp', 'travel']",189,79,27,8,
114,116_post,https://www.tiktok.com/@visit_singapore/video/7171739910993448193,Visit Singapore,22,1.5M,8.1M,2022-11-30,/@visit_singapore,visit_singapore,Speed travel mode: Activated 🏃💨 ,"['visitsingapore', 'singapore', 'hyperlapse', 'passionmadepossible']",209.5K,740,6066,1670,
115,117_post,https://www.tiktok.com/@lgdm0213/video/7203335355678854427,Lou DM,125,653,25.6K,2023-2-23,/@lgdm0213,lgdm0213,First travel of 2023 ✈️ ,"['singapore', 'singapore2023', 'singaporetravel', 'singaporetrip', 'travel2023']",2500,1099,293,73,let's go to Singapore but first let's eat brunch 6 days and five nights in Singapore landed in Singapore around 5:00 p.m. hotel is located in Orchard a lot of malls restaurants and cafe nearby the gardens by the bay clubart science museum at Marina Bay Sands see your art comes to life restaurant
116,118_post,https://www.tiktok.com/@charpipoy/video/7177985977019878682,chapiun🌞,100,2968,197.3K,2022-12-17,/@charpipoy,charpipoy,Sefruit rekomendasi buat yang mau traveling ke singapore! 🌃 ,"['singaporetravel', 'mustvisitsingapore', 'traveltiktok', 'sgtravel', 'wisatasingapore']",14.3K,9068,1634,84,
117,119_post,https://www.tiktok.com/@angusvsdonuts/video/7252703413534772481,Angus Tan,65,27.5K,1.4M,1w ago ,/@angusvsdonuts,angusvsdonuts,IS THIS THE BEST SALTED EGG CHICKEN RICE IN SINGAPORE?? LETS GOOO ,"['cheapeats', 'sgeats', 'cheap', 'foodie', 'saltedegg', 'cheaptravel']",2229,603,140,21,what is the best holiday chicken rice in Singapore whenever I ask for something you can recommendations this song always gets mentioned at 5. 0
118,120_post,https://www.tiktok.com/@minniross/video/7231576998865390854,Minniross_Jammin,76,695,2352,2023-5-10,/@minniross,minniross,Travel Requirements from Ghana to Singapore ,"['traveltiktok', 'travelvlog', 'traveltosingapore', 'travelfromghana', 'ghanatiktok🇬🇭', 'ghanatraveltips', 'ghanatravelwithoutvisa', 'travelwithoutbreakingthebank', 'visafreecountry', 'ghanatrip2023', 'singapore', 'travelrequirements', 'travelrequirementssingapore', 'getaway', 'bucketlist', 'bucketlisttravel']",1685,508,139,49,did not need a visa to travel to Singapore however there are some documents you'll need to show at the check-in point at Patoka International Airport to allow you travel one your passport it must be valid for more than 6 months to proof of book tickets a round trip ticket three proof of hotel bookings for detail travel itinerary vaccinations card sevens you are expected to have sufficient funds to cover for your visit that is 100.00DM on my Instagram at minerals or any assistance or questions
119,121_post,https://www.tiktok.com/@elisa_denialls/video/7225999715584707883,Danielle .,147,30.5K,515.2K,2023-4-25,/@elisa_denialls,elisa_denialls,Here’s to my impromptu trip to Singapore ! ,"['singaporevacation', 'singapore🇸🇬', 'singaporetravel']",377,186,35,3,
120,122_post,https://www.tiktok.com/@coffeemantravel/video/7229683055395458310,CoffeeMan Travel,37,9212,77.9K,2023-5-5,/@coffeemantravel,coffeemantravel,Replying to ,"['travel', 'singapore', 'malaysia', 'traveltiktok', 'shuttletebrau', 'kualalumpur', 'ktmmalaysia', 'srtthailand', 'train', 'trainlife', 'trainlover', 'traintravel', 'trainticket', 'fyp']",18.2K,13.3K,1790,164,how to buy train ticket from Kuala Lumpur to Singapore go to ktnv.com select train from kl sentral to gemma's next songselect your shuttle train to Singapore
121,123_post,https://www.tiktok.com/@_charlenemay/video/7224318191902657834,Charlene May,444,15.6K,556.3K,2023-4-21,/@_charlenemay,_charlenemay,Singapore Travel Itinerary! ,"['singaporetravel', 'singaporeitinerary', 'visitsingapore', 'singapore🇸🇬']",365,245,34,5,this is your ultimate Singapore itinerary first things first you have to eat a traditional Singaporean breakfast consist of Kaya butter toast soft-boiled eggs and Colby you must dip the Kaya butter toast into the boiled eggs and eat that delicious flavor balm then you wash all that down with some cold feet this is a great way to start your day after you get your breakfast and you should try exploring Hawking Lane this street is so pretty and there are so many things for you to do here I grab coffee first and went down to look at all the pretty murals they also have this cool bar called Black Sheep that I got drinks at and they have so many vintage stores to choose from here you have to visit the podcast Cafe there's so many different plugs to play with there was such a fun experience then you should make your way over to the Maxwell Food Center to get some yummy Hawker Center Foods 100%hi my name is chicken and rice what are my most memorable meals ever and at night time you have to go to the gardens by the bay to watch the light show try buying tickets to the ocbc Skyway to watch the show from above then you should go exploring Marina Bay Sands which is an iconic hotel in Singapore and at the Marina Bay Sands Waterfront you can watch their night show which is called Spectra it's a light and water show and you can grab a drink at one of the many bars along the Waterfront we chose to go to Lenore and they have live music here have a great trip
122,124_post,https://www.tiktok.com/@gardensbythebay/video/7245657482293546242,Gardens by the Bay,4,1646,16.3K,2023-6-17,/@gardensbythebay,gardensbythebay,"📍Flower Dome, Gardens by the Bay","['gardensbythebay', 'roseromancegbb', 'flowerdomegbb', 'singapore', 'nature', 'traveltok']",5279,664,434,21,I will tell you where you are do you love me I love you from the moment I saw you trying to go over the world
123,125_post,https://www.tiktok.com/@sarahfunkyy/video/7220775115284417838,sarahfunky,115,23K,463.3K,2023-4-11,/@sarahfunkyy,sarahfunkyy,This is how you do 24 hours in ,"['singapore', 'singaporetravel', 'travelguide']",508,190,61,1,this is how you do 24 hours in Singapore arrive at the airport and stay there I'm not kidding the Changi Airport has the world's tallest indoor waterfall a mirror maze a walking net and more for lunch head to hung them market and food center where you'll find the most Michelin starred Street Hawker stands out of anywhere in the country I love the Gigi wonton noodles signature dish for only $4.50 next go to the bay and see the iconic super trees and Cloud Forest you want to spend a few hours get sushi and feel like you've been transported to Japan are amazing too and once you're done eating catch the nightly free light and water show at Marina Bay Sands finally go to sleep at the Fashion theme home breakfast
124,126_post,https://www.tiktok.com/@shellamuliaa/video/7200415709116009754,SHELLA MULIA,29,871,29.3K,2023-2-15,/@shellamuliaa,shellamuliaa,"FREE Anti Mainstream Photo Spots in SG 🇸🇬 Singapore is full of colors, me likey 🌈 ","['sgwithshella', 'singapore', 'singaporetrip', 'travelblogger', 'exploresingapore', 'singaporetravel', 'instagrammable', 'instagrammableplaces', 'fyp', 'fypシ']",9126,8347,1173,39,
125,127_post,https://www.tiktok.com/@thebucketlistticker/video/7231594446050135298,LifeofAbhisumi🤍,181,1522,114.2K,2023-5-10,/@thebucketlistticker,thebucketlistticker,"I was a stupid girl with a stupid dream of a perfect loving marriage. You made me live in my dream. I love you so much. You are my confidence, my pride, and my strength. You are mine and always will be. Happy Anniversary Boo 🤍♾️","['abhisumi', 'anniversary', 'anythingforyou', 'ldrstory', 'ldr', 'singapore', 'blessed', 'thebucketlistticker', 'singaporetiktok', 'foryou', 'positivevibes', 'canada', 'flewcanadatosingaporetoseehim', 'fyp', 'blessed', 'blessedwithbest', 'travelboast', 'fyp']",1409,63,203,30,
126,128_post,https://www.tiktok.com/@kerrynlee/video/7239352539089554706,小欣 Kerryn Lee,298,28.2K,1M,2023-5-31,/@kerrynlee,kerrynlee,"How to get free attraction tickets for tourists in SG🇸🇬 (including aquarium, zoo, cruise…) ","['fyp', 'singapore', 'tiktoksg', 'sgtravel', 'visitsg', 'zoo', 'aquarium', 'sentosa', 'sgfoodie']",32K,25.3K,4784,255,do you know that you can visit this attractions for free in Singapore if you are a tourist all you have to do is go to this website set up as a member and book your sword for the activity that you're interested in see aquarium and do what the more popular activities if you want to secure the tickets for free you have to stand by before 12:00 a.m. 14 days in advance this promotion is only valid for tourists who are traveling to Singapore by flight you also have to be above 18 to enjoy this deal if you know anyone who is traveling to Singapore feel free to share this video to them follow me for more exciting deals in Singapore and I'll see you in my next video bye bye
127,129_post,https://www.tiktok.com/@planetdays.store/video/7221854447968800001,☁️🌷Planetdays🌷☁️,59,21.6K,319.4K,2023-4-14,/@planetdays.store,planetdays.store,Yummy laksa and many cool thrifts/vintage shops are in the mall too!! ,"['travelsingapore', 'wheretogosingapore', 'giftshopsg', 'smallbusiness']",20.9K,5859,1193,177,please play shopping center number 0349 see you
128,130_post,https://www.tiktok.com/@laurels.insights/video/7212172403890310401,Laurel 🦋 || solo backpacker,95,1928,104.4K,2023-3-19,/@laurels.insights,laurels.insights,Maybe checkout the regulations before coming here. 🫣😅 there is much more than this video… ,"['singapore', 'traveltips', 'solotravel', 'singaporetips']",455,54,12,24,
129,131_post,https://www.tiktok.com/@hideoutplacesg/video/7206532245744667912,Hide Out Place,143,3133,34.9K,2023-3-4,/@hideoutplacesg,hideoutplacesg,Introducing our new themed rooms ,"['luna', 'ashura', 'boutiquehotel', 'hotelalternative', 'staycationsg', 'sgtiktok', 'exploresg', 'singapore', 'singaporetrending', 'singaporelife', 'singapore', 'travelsg', 'travelbucketlist', 'igsg', 'sgig', 'love', 'singaporeinsiders', 'singaporean', 'singaporetrip', 'couplesinsg', 'datenight', 'privatemovieroom']",4381,22,101,17,Luna and Ashura is ready for bookings set 65 packs comfortably reclinable sofa bed and comfortable cinematic experience hey Google
130,132_post,https://www.tiktok.com/@lockerroomsg/video/7243592848308702482,LockerRoomSG,11,3313,171.3K,2023-6-12,/@lockerroomsg,lockerroomsg,He nearly travel across Asia 🥵 and did he double at the 3 point line before the drive? 🤔,"['basketball', 'singaporebasketball', 'rigorersg']",37.9K,999,466,667,
131,133_post,https://www.tiktok.com/@baokieu230598/video/7218128841833843970,Bảo Kiều TV,422,2187,12.5K,2023-4-4,/@baokieu230598,baokieu230598,❌Cảnh báo lừa đảo !!! ❌Chiêu trò đổi tiền !!! 🆘🆘🆘,"['singapore', 'travel', 'cheat', 'luadao', 'donotchangemoney', 'slivercab', 'taxi']",1378,94,146,287,
132,134_post,https://www.tiktok.com/@mamiczka/video/7253763363040267546,Mamiko,923,728.3K,7.8M,4d ago ,/@mamiczka,mamiczka,Listen to this before coming to Singapore cause reviewing local food here is very important. ,"['travel', 'traveltosingapore']",806,21,1,7,
133,135_post,https://www.tiktok.com/@wxndawoman/video/7116562495346707718,Wxndawoman,174,83.7K,3.5M,2022-7-4,/@wxndawoman,wxndawoman,World’s Best Airport 🥇 ,"['singaporeairport', 'singapore', 'travel']",240.2K,23.2K,7044,0,
134,136_post,https://www.tiktok.com/@ulfaalhanif/video/7224720573413330203,Ulfa Alhanif,285,1.3M,36.7M,2023-4-22,/@ulfaalhanif,ulfaalhanif,PECINTA MINIONS MENANGIS MELIHAT INI!!😭  ,"['minions', 'uss', 'universalstudios', 'universalstudiossingapore', 'singapore', 'minivlog', 'dailyminivlog', 'singaporetravel']",35K,3964,636,159,
135,137_post,https://www.tiktok.com/@angelynaferido/video/7226717172620446982,@feridoa14 on IG,163,296.4K,2.8M,2023-4-27,/@angelynaferido,angelynaferido,ayoko na umuwi 🥹 ,"['shopping', 'singapore', 'traveltiktok', 'sgitinerary', 'diytravel', 'aesthetic', 'foryou', 'fyp']",13.2K,3787,606,110,Singapore the most aesthetic clothing store make me later
136,138_post,https://www.tiktok.com/@tr4velwithmel/video/7212601807237811461,Melissa  | Travels ☀️✈️,80,22.7K,529.4K,2023-3-20,/@tr4velwithmel,tr4velwithmel,"Singapore Day 1, on a Budget! Everything we did on our first day in Singapore and we literally walked everywhere this day! ","['budgetsingapore', 'thingstodosingapore', 'whattodoinsingapore', 'singaporeonabudget', 'singaporetravel', 'marinabaysands', 'singaporetravelguide', 'budgettravelsingapore', 'thingstodoinsingapore', 'traveltips', 'travelguide', 'femaletraveller', 'backpackingsea', 'southeastasia', 'bananapancaketrail']",1364,830,133,15,
137,139_post,https://www.tiktok.com/@visit_singapore/video/7187326090845719809,Visit Singapore,22,1.5M,8.1M,2023-1-11,/@visit_singapore,visit_singapore,💰 How much would you spend in Singapore? ,"['visitsingapore', 'traveltiktok', 'singaporefoodie']",15.6K,906,329,140,
138,140_post,https://www.tiktok.com/@popculturebf/video/7253251948449729794,popculturebf,3522,27.4K,1.3M,6d ago ,/@popculturebf,popculturebf,"Can you be more specific, please? ","['language', 'bahasa', 'indonesia', 'malay', 'singapore', 'malaysia', 'brunei', 'southeastasia', 'travel', 'tourist', 'vacation', 'trip', 'multilingual', 'bilingual']",9711,487,93,273,you know what I just realized I realized that there are people around the world that recognize the language that Indonesian speak as Bahasa just Bahasa about what those same people don't know is that in Malay Bahasa means language so if you're going to flex to a Southeast Asian specifically Malaysian Singaporean or Brunei and that hey I speak Bahasa
139,141_post,https://www.tiktok.com/@visit_singapore/video/7197343937202228482,Visit Singapore,22,1.5M,8.1M,2023-2-7,/@visit_singapore,visit_singapore,Got a night owl in you? 🦉 Let Island Duty Manager Raj show you what ,"['visitsingapore', 'traveltok', 'passionmadepossible', 'singaporeimagine', 'sentosa']",12.7K,102,70,24,"go on a forest Adventure at night spot the nocturnal creatures in the dark enjoy late night dining at this restaurant is 40,000 marine animals to keep you company synthesis night scene at 79 m above sea level is so unreal on the island"
140,142_post,https://www.tiktok.com/@jforjpeg/video/7224300097323011346,jayohhel,71,1142,66.6K,2023-4-21,/@jforjpeg,jforjpeg,Replying to ,"['foryourpage', 'travel', 'goviral', 'foryou', 'fyp', 'sgtiktok', 'singapore', 'nature']",28.1K,2115,4756,348,makes me feel alive
141,143_post,https://www.tiktok.com/@ncbelaa/video/7193184081784376577,Nabila Cholida,998,50.7K,1.1M,2023-1-27,/@ncbelaa,ncbelaa,"A day in my life as a 24 yo housewife. Traveling to Agra, India. ","['agra', 'tajmahal', 'india', 'incredibleindia', 'theoberoi', 'theoberoiamarvillas', 'amarvilla', 'traveltiktok', 'adayinmylife', 'adayinmylifesingapore', 'singapore', 'vlog']",1488,84,45,32,I have to be careful of what I asked to Hubby I said I wanted a couple photoshoot in touch now so here we are hi this is me as a 24-year-old housewife living in Singapore traveling to Agra India we arrived in New Delhi then continue with 3 hours drive to Agra but since the first 5 minutes with it I'll be annoyed me cuz he keeps on munching we finally arrived at the oberoi amarvilas happy birthday to 1200 dollar per night room only to put our luggage take shower and sleep I didn't even have time to explore the pool area although it was beautiful the stuff periodadd eventually you give up and say I agree we went out after that with our tour guide to explore Agra Fort and some other places after that we had dinner the restaurant had eight starters movie entry and the desert I was full since the first four starters actually the next morning we visited the touch Before Sunrise we had a photographer and tour guide with us it was very cold luckily I didn't have to walk cuz the buggy took us there touch Mahal is amazing we were lucky to see him but with a clear sky or God said this only happened to the three times a year so if a guy ever asked you to play the bill remember there was a husband who was precious and semi-precious stones in memory of his dead wife so don't settle for less darling I was on a dietso I only keep happy company during his breakfast then we are ready to explore other cities stay tuned
142,144_post,https://www.tiktok.com/@trainpal/video/7252357928278035738,TrainPal,43,250.2K,8.8M,2023-7-5,/@trainpal,trainpal,I wish my flight could be late.🫣✈️,"['changiairport', 'travel', 'travelwithtrainpal', 'traveltok', 'singapore', 'green', 'flight', 'garden', 'fresh', 'fyp']",3947,95,73,44,
143,145_post,https://www.tiktok.com/@visit_singapore/video/7177322428220083458,Visit Singapore,22,1.5M,8.1M,2022-12-15,/@visit_singapore,visit_singapore,SLAYOVER. Who’s with us? ,"['visitsingapore', 'passionmadepossible', 'travelhacks', 'traveltok', 'layover']",75K,1346,993,304,
144,146_post,https://www.tiktok.com/@iamdevlaoda/video/7205550910569794817,Dev ❤️,227,168,6479,2023-3-1,/@iamdevlaoda,iamdevlaoda,Paradise in only 1 hour away from Singapore 😍 ,"['traveltiktok', 'travelbucketlist', 'travellife', 'traveltips', 'indonesia', 'wonderfulindonesia🇮🇩', 'sunsettrip', 'resorts', 'beautifulplace']",6014,1731,470,35,
145,147_post,https://www.tiktok.com/@beanlately/video/7197035897336892699,bea,765,8551,336.5K,2023-2-6,/@beanlately,beanlately,Day 1 in Singapore ~ free day,"['tiktok', 'singapore', 'travel', 'traveltiktok', 'travelhacks', 'tips', 'fyp', 'fypシ', 'singaporetiktokers🇸🇬']",2026,746,228,37,"play one in Singapore but calendar decide coming for Monday free shuttle from T4 to Jewel at the iconic waterfall in the MRT camera 7-Eleven food for $1,677 got the goods and finally reunited with my favorite orange juice to Dollars lunch at 7:30 a.m. tomorrowwhat is a hotel"
146,148_post,https://www.tiktok.com/@marifranceri/video/7217353340487748870,MARI FRANCERI 🐇,136,77.3K,951.4K,2023-4-2,/@marifranceri,marifranceri,what i spent in a day including a good budget hotel! in 🇸🇬 Singapore 2023 ✈️  ,"['singaporetravel2023', 'singaporeplacestogo', 'singaporeoutfits', 'singaporetravelrequirements', 'singaporeeats', 'travelvlog', 'singapore', 'sgtiktok', 'vlog', 'brightstarhotel', 'budgethotel', 'budgetsingapore', 'airbnb', 'travel', 'sg', 'travelbudget', 'budgettravel', 'traveltips', 'hajilane', 'arabst', 'haji', 'fyp', 'foryou', 'jetstar']",2417,1009,177,74,"what I spent in a day as a traveler in Singapore starting off with how much the plane tickets were but before that I'm going to Interior no Old Airport the floor and the ceiling are so pretty but we spent 5 days in Singapore and this is day one we booked via Jetstar Airlines and that's around 11,000 pesos in total going there it's around 5:00 going back at 7:00 or 7:00 we had breakfast here and Cafe Express in 315 pesos Airport terminal for arrivalairport to check for Airport Terminal 3 interior and dimension chandelier technology plants and say yeah the lunch come is a food Garden Airport bus going to the bus and MRT and LRT station we had to buy a card there the card was around 4808 pesos 1000 Pesos for the hour alarm to 7:45are you ready this is called bright star hotel in San Francisco and activities here we are in Haji Lane which is open every day your mama shops guys they open around 11:00 a.m. on words and I'm going to Night Live later ones for clothing different areas fast if you're going to spend on clothes here in at Cost around $ 1, 0 4Whats 9 + 799 and mostly Halal and Arabic food so champagne glass bottles number 578 it looks empty from the outside but it's so full and the inside you can book a reservation there or you can walk and it's just that withturn on Hindi full movie we still had one couch for us to pick up pick another song around 600 to 900 pesos around 1,000 to 4000 pesos they don't have a drink menu that's because you have to tell them what flavors you like and they basically makes a drink for you Super Saiyan this is my order it's basically Rosemary with Jen and tonic and strawberry here are live reactions of using our drinks really love my drink and the Japanese restaurantSpell bargain tubig it's 100 + 50 is day two out of five in Singapore"
147,149_post,https://www.tiktok.com/@daddy.xj/video/7228916626282876168,daddy.xj,408,8897,130.2K,2023-5-3,/@daddy.xj,daddy.xj,✨[SAVE THIS AND TRAVEL LATER]✨,"['birdparadise', 'birdparadisesg', 'travelsingapore', 'exploresingapore', 'travelfamily', 'sgfyp', 'tiktoksg']",662,102,146,11,things you must do when you are in Singapore head over to the brand new bird paradise at Monday and get super close to the different bird species because she will step into their homes this place is seriously huge with more than 10% teams to check out my top 3 the penguin Cove Crimson wetlands and Australia Outback there's even a free water playground and then playground for the kids you must also check out the two different animal presentations at the sky Amphitheater we should seriously so fun and cool but Paradise will open his door to party from me to book a busy
148,150_post,https://www.tiktok.com/@walksofkarthi/video/7201526483569921281,WalksOfKarthi,18,685,8064,2023-2-18,/@walksofkarthi,walksofkarthi,"First trip of the year - Singapore to Kashmir, India ","['traveltiktok', 'kashmir', 'gulmarg', 'snowfall', 'indiatiktok']",4743,619,269,56,can we skip to the good part you've arrived at your destination
149,151_post,https://www.tiktok.com/@rayner.chew/video/7177374725679729922,Rayner,151,7335,138.1K,2022-12-15,/@rayner.chew,rayner.chew,perks of being 18+ on a flight! ,"['singaporeairlines', 'traveltiktok', 'travelsg']",5522,225,160,46,flight from Singapore to Japan first thing I decided to try some cocktails so I decided to go with the Singapore Sling which is pretty tasty very sweet there after I had the screwdriver I didn't know what this was until I searched up it was nice to and this one wrong with ice I kind of regret it it tasted like they put Airplane Fuel into a cup and served it then I got myself some small snacks before they served as lunch which was pasta and meatballs and of course with a cup of white wine so the password is pretty dry and it was okay but the white wine I'm gonna say was one of the best friends I have on the flight there after my favorite was ice cream nine out of 10 to end the flight off I decided to order a couple of red wine which was a bit too bitter for my liking and I spent the rest of the fighting on my iPad see ya
150,152_post,https://www.tiktok.com/@najwawr/video/7229354532055108869,chopa ♡,38,72,3867,2023-5-4,/@najwawr,najwawr,album name : singapore 🇸🇬🦁✨,"['daytrip', 'travel', 'singaporetrip2023']",1704,661,63,18,
151,153_post,https://www.tiktok.com/@okay.kara.travels/video/7181904829441264901,Kara ✨| Travel & Backpacking🌎,285,67.2K,1M,2022-12-27,/@okay.kara.travels,okay.kara.travels,Want to visit Singapore but dont know how to do it on a budget? This is how 🇸🇬❤️ 5 recommendations for CHEAP EATS in SINGAPORE ✈️ Save this for your next trip! ,"['travel', 'traveltiktok', 'travelseasia', 'travelsoutheastasia', 'travelsingapore', 'travelsingapore2023', 'travelsingaporetips', 'thingstodosingapore', 'singaporethingstodo', 'whattodosingapore', 'wheretogosingapore', 'thingstoseesingapore', 'visitsingapore', 'budgetbackpacking', 'budgetbackpackingtips', 'budgettraveltips', 'budgettravelsingapore', 'singaporefoodie', 'singaporehawkercentre', 'singaporecheapeats', 'cheapfoodsingapore', 'cheaprestaurantssingapore', 'singaporerecommendations', 'singaporetourist', 'budgetbackpackingsingapore', 'hostellife', 'singaporehostel', 'singaporecheapfood', 'cheapstuffinsingapore', 'singaporetiktok', 'singapore', 'singaporetrendingtiktok', 'trendingtravel', 'singaporetravelguide', 'travelguidesingapore', 'singaporetraveltips', 'trendingtravel2023', 'traveltrend', 'travelfyp', 'budgettravelfyp', 'viralvideo', 'capcut', 'tekkacentre_littleindia', 'littleindia', 'littleindiasingapore', 'hajiln', 'arabstreet', 'arabstreetsingapore', 'hajilanesingapore', 'laupasatfoodcourt', 'laupasatsingapore', 'marinabaysands', 'singaporecenter', 'singaporecity', 'singporecityhotel✔️']",11.2K,8905,1356,102,my name is Kara I'm coming around southeast Asia Singapore we were able to stick to less than 15 pounds per person a day on food so make sure you keep watching to find out exactly how we did it I'm not going to pretend that Singapore is an expensive because it definitely is but if you stick to these cheaper places you'll be able to find cheap food easily the best place for cheap food in Singapore is definitely any Hawker senses and by far our favorite it was loud pass that it had a great variety of different foods all for amazing price and it was so so tasty this is what we spent on two meals here most people know about Haji Lane which are very popular areas in Singapore they are absolutely not at all cheap definitely visit those places but don't expect to find cheap food there and you should try Little India there is a horse Center which had such amazing good value food I got a full trailer and food for just six pounds again as I mentioned Arab Street in a pretty expensive but if you go onerice bowls for both vegetarians and the ears for just 1 0. 9 9 5play expensive so we found that the cheapest option was to go to vending machines because they're about a Dollar Tree for each time also a hostile provided free T's coffees and drinking water so we made the most out of that because that was perfect as well and if you're looking for a bit of fast food I will say that the McDonald's app has really good deals in Singapore so definitely make sure that you download that and check that before ordering also a little bit to anyone who's watching this long there was a really cheap place which offered really good meals which is opposite the National Museum of Singapore
152,154_post,https://www.tiktok.com/@visit_singapore/video/7194749206559460610,Visit Singapore,22,1.5M,8.1M,2023-1-31,/@visit_singapore,visit_singapore,Brb gonna go for round 💯 Taxi driver Uncle David is taking us to more supper spots 🤤,"['passionmadepossible', 'singaporeimagine', 'visitsingapore', 'traveltok', 'foodtok']",20.2K,218,117,45,the place gets busier late into the night it goes well with sugar to you know dim sum for breakfast but what about dim sum for supper it's even better time to wash it all down with desserts take a snap as you enjoy it or grab them as takeaways
153,155_post,https://www.tiktok.com/@cindy.ccland/video/7189508068319808794,Cindy Esmundo Torres,84,7447,171K,2023-1-17,/@cindy.ccland,cindy.ccland,Let’s go to SINGAPORE 🇸🇬 2023 ,"['singaporetravel', 'sgtiktok', 'universalstudios', 'tiktoktravel', 'singapore2023', 'travelph', 'wheretogo']",1639,160,92,11,let's go to Singapore
154,156_post,https://www.tiktok.com/@ulfaalhanif/video/7225841329568337178,Ulfa Alhanif,285,1.3M,36.7M,2023-4-25,/@ulfaalhanif,ulfaalhanif,PECINTA HELLO KITTY MENANGIS MELIHAT INI!😭 ,"['minivlog', 'singapore', 'dailyminivlog', 'singaporetrip', 'vlogjalanjalan', 'singaporetravel', 'universalstudios', 'hellokitty', 'uss', 'universalstudiossingapore', 'hellokittylover']",21.2K,2123,485,183,
155,157_post,https://www.tiktok.com/@quynhh.meomeo/video/7221560667252247834,Nhật Quỳnh,115,1336,31.5K,2023-4-13,/@quynhh.meomeo,quynhh.meomeo,Singapore Trip 2023,"['singapore', 'singaporetravel', 'singaporetrip2023', 'tiktoksingapore', 'traveltiktok', 'dulichsingaporetutuc', 'dulichtiktok', 'dulich', 'trending']",538,247,38,5,hey
156,158_post,https://www.tiktok.com/@jforjpeg/video/7225096148078398738,jayohhel,71,1142,66.6K,2023-4-23,/@jforjpeg,jforjpeg,Replying to ,"['singapore', 'sgtiktok', 'fyp', 'foryou', 'goviral', 'travel', 'foryourpage']",33K,2781,4049,705,
157,159_post,https://www.tiktok.com/@tamilpasangaphotography/video/7239867342925122818,tamilpasangaphotography,277,499,3779,2023-6-1,/@tamilpasangaphotography,tamilpasangaphotography, ,"['malaysia', 'singapore', 'traffic', 'woodlandscheckpoint', 'sad', 'holiday', 'travel']",1533,88,877,243,
158,160_post,https://www.tiktok.com/@helloangelia/video/7195757518860356910,Ang 🤍,67,21K,1.2M,2023-2-3,/@helloangelia,helloangelia,Did you expect these prices when they say Singapore is expensive? 🤭,"['singaporetravel', 'singaporetiktok', 'traveltip']",710,387,64,9,
159,161_post,https://www.tiktok.com/@visit_singapore/video/7201034916136619266,Visit Singapore,22,1.5M,8.1M,2023-2-17,/@visit_singapore,visit_singapore,"We don’t do reservations, we CHOPE! 🧻 ","['surprisingsingapore', 'chope', 'culture', 'traveltok']",16.5K,86,153,111,leaving leaving
160,162_post,https://www.tiktok.com/@foongfamilyflat/video/7212773279377919234,Ange ʕ •ᴥ• ʔ,136,17.8K,337.5K,2023-3-20,/@foongfamilyflat,foongfamilyflat,"Air tickets were $3,957 from Singapore > Melbourne! ","['travel', 'airline', 'airplanereview', 'review', 'singaporeairlines', 'premiumeconomy']",3953,252,189,81,play some premium economy on Singapore Airlines and here's my review of my flight to Melbourne premium economy passenger on the flight after first and business class and our seats were 32 H&K on the Boeing 777-300er between the seats we have bottled water was also to compartments for smaller items like your phones and passports and below the screen we have a larger compartment that could fit my 14 in laptop as well as an iPad already on our seats was a big fluffy orange pillow as well as a blanket it came in really useful in the middle of the flight and if you have a window seat like me your list may be able to stretch all the way in the corner up right I'm able to stretch my arms all the way to the screen but the premium economy cabin doesn't have its own bathrooms so we shared ones with the economy class for meals we were able to book and I pre-ordered me Sam but I ended up switching with my husband who are there which was just from the inflight menu overall it was a pretty comfortable flight and I think it's worth the upgrade from economy class I'll share all the reasons Down Below in the caption before this video gets too long
161,163_post,https://www.tiktok.com/@natmuseum_sg/video/7209910096640412930,National Museum of Singapore,1,2642,37.7K,2023-3-13,/@natmuseum_sg,natmuseum_sg,"Explorers, where to next? 🕵🏼 Time travel with us at ","['nationalmuseumofsingapore', 'tiktoksg', 'fypsg']",7573,81,329,67,
