id,url,account_name,following_count,follower_count,total_like_count,date,href,handle,description,hashtag,like_count,bookmark_count,share_count,comment_count,final_text
101_post,https://www.tiktok.com/@daddy.xj/video/7221471873698123010,daddy.xj,408,8897,130.2K,2023-4-13,/@daddy.xj,daddy.xj,✨[SAVE THIS AND VISIT LATER]✨,"['capitaspring', 'travelsingapore', 'exploresingapore', 'singaporetiktok', 'fypsg', 'thingstodoinsingapore']",25.4K,15.7K,6419,177,three things you can do in Singapore why pay to get to the top of Marina Bay Sands when you can come to this level 51 Sky garden and get the exact same view for free in the same building you can even show at this green Oasis Park spending across four levels there's even a free gym too you can visit the sky garden and green Oasis at Capitol spring on weekdays from 8:30 a.m. to 6:00 p.m. there's a special elevator for visitors to this floor so take note of it last admission is at 5:30 p.m. and then there's a shop closing time during midday you can check out the capital spring website before you plan a visit
102_post,https://www.tiktok.com/@kerrynlee/video/7186304979429379329,小欣 Kerryn Lee,298,28.2K,1M,2023-1-8,/@kerrynlee,kerrynlee,Strongly recommend this affordable and yummy restaurant in Chinatown Singapore🇸🇬📍Nic & Tom Eatery,"['sgfoodie', 'tiktoksg', 'visitsg', 'date', 'singapore', 'travel', 'asia', 'fyp', 'sg']",2141,1140,963,22,come with me to an affordable restaurant in Chinatown Singapore this is Nick and Tom Eatery they have Chinese and Western dishes shop rice is one dollar and 90 cents it comes with 8 rice and crispy fried pork best eaten is a must order they were very generous with their ingredients and seafood broth there was infused with cheddar cheese was so addictive if you enjoy having local traditional Chinese food you have to try out their own powerful and pick charter school was very crispy it's basically deep fried promise if you are only recommend getting the pop rap song Singapore together bye-bye
103_post,https://www.tiktok.com/@minoc.management/video/7237461121286868229,minoc,15,36.1K,618.1K,2023-5-26,/@minoc.management,minoc.management,Siapa yg bawa barang paling aneh? 😂😂,"['fyp', 'singapore', 'travel']",216.4K,10.2K,159,126,
104_post,https://www.tiktok.com/@phatlifeproject/video/7214291859689049352,Steve Chong | Food & Travel,2717,58.1K,1.8M,2023-3-25,/@phatlifeproject,phatlifeproject,SINGAPORE TRAVEL GUIDE 2023!,"['traveltosingapore', 'singaporetravelguide', 'traveltok', 'traveltips', '2023travel']",1523,624,283,27,traveling to Singapore from Australia in 2023 he's five things you absolutely need to know one arrival Cuts missions are completely online and can be done 3 days prior to your arrival to you can use the automated immigration Lanes I was out to lunch collection in less than a minute I also recommend you bring some cash if you plan on visiting Chinatown Singapore which why wouldn't you most girls don't take credit cards you will need a net card for the public transportation which can also be used as a cash card also did you know that the HSBC rainbow text is not open 24/7 the best time to go is during their daily light shows
105_post,https://www.tiktok.com/@jordentually/video/7179178253377129730,Jorden Tually,493,3.5M,132.2M,2022-12-20,/@jordentually,jordentually,Me as an AVATAR?! 😂 Now I just need to watch the new movie!!! 😍,"['klookanz', 'singapore', 'avatar', 'travel', 'whatheck', 'usa', 'australia', 'klookpartner']",46.4K,3331,1163,677,welcome to the coolest experience in Singapore especially if you love movies check this out welcome to the Avatar experience of the gardens by The Bay I bought my ticket by downloading the app which has the best price guarantee and only took seconds to book me skip the line and get straight to the attraction that was easy I had no idea what to expect but wow it did not support this is cool as soon as you arrived your message until now let's just say I'm very happy to be human yes I met a real life that was freaking awesome
106_post,https://www.tiktok.com/@emerskiie/video/7207421517032934682,J Emerson.,1780,1403,13.4K,2023-3-6,/@emerskiie,emerskiie,Singapore Travel Requirements 2023. 🇸🇬,"['foryou', 'fyp', 'travel', 'traveltiktok']",2833,943,327,272,"singapore travel 2023 Travel Requirements, roundtrip ticket, hotel booking, vaccination card / BOQ yellow card, itenerary / klook, booking, sg arrival card, coe, itr or payslip"
107_post,https://www.tiktok.com/@sabrinaanggraini26/video/7189900745095859457,Sabrina Anggraini,89,81.6K,6.1M,2023-1-18,/@sabrinaanggraini26,sabrinaanggraini26,What to do in Singapore in 24 hours!,"['singapore', 'travelguide', 'exploresingapore']",1055,424,42,7,"24 hours in Singapore, What to visit, gardens by the bay avatar exhibition, Masjid Sultan, Kampong Glam neighborhood, apple store marina bay, marina bay sands mall"
108_post,https://www.tiktok.com/@charpipoy/video/7179463478749498651,chapiun🌞,100,2968,197.3K,2022-12-21,/@charpipoy,charpipoy,Sefruit reminder buat kalian yang mau ke singapore hihihi,"['singaporetravel', 'traveltips', 'singaporetiktok', 'singaporetrending', 'travelreminder']",70.6K,46.6K,3764,381,"ARRIVAL CARD, simcard, powerbank, ezlink, download app citymapper"
109_post,https://www.tiktok.com/@visit_singapore/video/7146514007170485506,Visit Singapore,22,1.5M,8.1M,2022-9-23,/@visit_singapore,visit_singapore,When the views are giving main character energy ✨,"['visitsingapore', 'unreal', 'traveltok', 'cinematic', 'singapore']",81.4K,1977,755,286,"ROTATE YOUR PHONE FOR UNREAL MOMENTS, CLEMENTI FOREST, BUKIT TIMAH RAILWAY, RAFFLES HOTEL, ROYAL ALBATROSS"
110_post,https://www.tiktok.com/@chelgania/video/7234900122105171206,Rachel Gania on YT & iG,183,167.8K,8.5M,2023-5-19,/@chelgania,chelgania,here are places we visited in Singapore 😝❤️,"['singapore', 'singaporetiktok', 'singaporetravel', 'singaporelife', 'igworthy', 'traveltiktok', 'travel', 'traveltok', 'outfitideas', 'transitionideas']",235,90,21,1,"places to visit in singapore, fort canning tunnel, fountain of wealth, the shoppes marina bay sands, sentosa island, library orchard, old hill police station, universal studios, merlion park, jewel changi airport, anderson bridge"
111_post,https://www.tiktok.com/@visit_singapore/video/7205144172695653640,Visit Singapore,22,1.5M,8.1M,2023-2-28,/@visit_singapore,visit_singapore,Are we the (new) city that never sleeps? Time to join Getai* singer Sherraine Law on a nightlife adventure!,"['passionmadepossible', 'singaporeimagine', 'visitsingapore', 'traveltok', 'nightlife']",25.7K,87,66,16,go on a night ride through the streets even better if it's on a Trisha the Night Comes Alive in this theatrical set that transports you into the city's past this Asian cultural theme song
112_post,https://www.tiktok.com/@esyfilms/video/7203283476051692807,Eric - Aesthetic Food Creator,926,33.2K,658.3K,2023-2-23,/@esyfilms,esyfilms,SAVE THIS! Best Gukbap in Singapore (only lunch time!),"['singapore', 'sgfoodie', 'tourism', 'toursingapore', 'travelsg', 'singaporelife', 'sgfood', 'koreanfood', 'foodie', 'foodsofsingapore', 'whattoeat', 'wheretoeat', 'porkricesoup', '국밥', '오늘뭐하지', 'esy_life', 'koreandrinks', 'koreancuisine', '싱가포르맛집', '오늘뭐먹지', 'esysingapore', 'ricewine', '돼지국밥', '밀양돼지국밥', '부산국밥', 'esyfilms']",8247,3668,1639,41,I've been waiting for almost a year to eat here this is what we called one of my favorite brought soups in Korea for hangover today we're here we ordered two types of technical stuff one is the person's
113_post,https://www.tiktok.com/@elroseb_/video/7138800575566597381,Els 🦋,207,179,5635,2022-9-2,/@elroseb_,elroseb_,Day 1 done! I’ve never been so exhausted but I’m so grateful to explore this beautiful country. Bring on tomorrow when I’m feeling more human 🥹,"['travel', 'travelling', 'singapore', 'travelvlog', 'vlog']",4019,91,16,188,"Travel to Singapore with me, bye england, 13 hours later landed Bedtime to try Recover from this jet lag"
114_post,https://www.tiktok.com/@itskatherineho/video/7234688923648232747,Katherine Ho,1303,9986,285.4K,2023-5-19,/@itskatherineho,itskatherineho,Couldn’t come to Singapore and not do this 😂,"['singaporetravel', 'crazyrichasians', 'soundtrack', 'yellow', 'mandarin', 'singing', 'marinabaysands', 'newtonfoodcentre', 'gardensbythebay', 'supertreegrove', 'aapifamily']",127.5K,8668,941,633,"crazy Rich Asians soundtrack and I finally got to visit some of the landmarks that the movie was filmed at , marina bay sands, newton food centre, gardens by the bay supertree grove"
115_post,https://www.tiktok.com/@ste.ppi/video/7191782598425808130,steppi,87,30,241,2023-1-23,/@ste.ppi,ste.ppi,DIY Budget Singapore Travel 🫶🏻,"['singapore', 'diy', 'fyp', 'travel']",189,79,27,8,"singapore total expenses 3 days 2 nights for 4 adults, rt ticket, hotel, check in baggage, travel tax, klook universal studios cable car gardens by the bay, netspay, grab, simcard, food"
116_post,https://www.tiktok.com/@visit_singapore/video/7171739910993448193,Visit Singapore,22,1.5M,8.1M,2022-11-30,/@visit_singapore,visit_singapore,Speed travel mode: Activated 🏃💨,"['visitsingapore', 'singapore', 'hyperlapse', 'passionmadepossible']",209.5K,740,6066,1670,"VICTORIA CONCERT HALL, THE FULLERTON HOTEL SINGAPORE, FORT CANNING PARK, NATIONAL GALLERY SINGAPORE, CHIJMES"
117_post,https://www.tiktok.com/@lgdm0213/video/7203335355678854427,Lou DM,125,653,25.6K,2023-2-23,/@lgdm0213,lgdm0213,First travel of 2023 ✈️,"['singapore', 'singapore2023', 'singaporetravel', 'singaporetrip', 'travel2023']",2500,1099,293,73,let's go to Singapore but first let's eat brunch 6 days and five nights in Singapore landed in Singapore around 5:00 p.m. hotel is located in Orchard a lot of malls restaurants and cafe nearby the gardens by the bay clubart science museum at Marina Bay Sands see your art comes to life restaurant
118_post,https://www.tiktok.com/@charpipoy/video/7177985977019878682,chapiun🌞,100,2968,197.3K,2022-12-17,/@charpipoy,charpipoy,Sefruit rekomendasi buat yang mau traveling ke singapore! 🌃,"['singaporetravel', 'mustvisitsingapore', 'traveltiktok', 'sgtravel', 'wisatasingapore']",14.3K,9068,1634,84,"must visit singapore cost, gardens by the bay cloud forest avatar the experience, admission ticket 45/person super eye pleasing, marina bay sands observation deck 26/person, resort world sentosa, skyline luge sentosa 18/person"
119_post,https://www.tiktok.com/@angusvsdonuts/video/7252703413534772481,Angus Tan,65,27.5K,1.4M,1w ago,/@angusvsdonuts,angusvsdonuts,IS THIS THE BEST SALTED EGG CHICKEN RICE IN SINGAPORE?? LETS GOOO,"['cheapeats', 'sgeats', 'cheap', 'foodie', 'saltedegg', 'cheaptravel']",2229,603,140,21,"is this the best salted egg chicken rice in singapore? whenever i ask for salted egg chicken rice recommendations this store always gets mentioned at 5 dollar and 90 cents it is actually really affordable damn that looks really good. lets see if it actually tastes as good as it looks. okay chicken was really crispy and sauce was so good. i personally really liked it, definitely not overhyped. but my friends actually say they prefer the ones at far east plaza because they gave more sauce. what do you guys think?"
120_post,https://www.tiktok.com/@minniross/video/7231576998865390854,Minniross_Jammin,76,695,2352,2023-5-10,/@minniross,minniross,Travel Requirements from Ghana to Singapore,"['traveltiktok', 'travelvlog', 'traveltosingapore', 'travelfromghana', 'ghanatiktok🇬🇭', 'ghanatraveltips', 'ghanatravelwithoutvisa', 'travelwithoutbreakingthebank', 'visafreecountry', 'ghanatrip2023', 'singapore', 'travelrequirements', 'travelrequirementssingapore', 'getaway', 'bucketlist', 'bucketlisttravel']",1685,508,139,49,Travel Requirements to Singapore from Ghana did not need a visa to travel to Singapore however there are some documents you'll need to show at the check-in point at Patoka International Airport to allow you travel one your passport it must be valid for more than 6 months to proof of book tickets a round trip ticket three proof of hotel bookings for detail travel itinerary vaccinations card sevens you are expected to have sufficient funds to cover for your visit that is 100.00DM on my Instagram at minerals or any assistance or questions
121_post,https://www.tiktok.com/@elisa_denialls/video/7225999715584707883,Danielle .,147,30.5K,515.2K,2023-4-25,/@elisa_denialls,elisa_denialls,Here’s to my impromptu trip to Singapore !,"['singaporevacation', 'singapore🇸🇬', 'singaporetravel']",377,186,35,3,"places to visit singapore. take a bus from jb sentral to woodlands. get unlimited tourist pass to travel to anywhere using public services. drop by city hall for sightseeing. marina bay sands mall is a must, art science museum, helix bridge, gardens by the bay. there are a few gardens with different admission tickets. the highlight of my trip lau pa sat famous for the best selling satays in singapore, universal studio singapore, merlion park, national gallery singapore, haji lane, get their famous honeybee thanks to google review.. dont forget to go home with souvenirs"
122_post,https://www.tiktok.com/@coffeemantravel/video/7229683055395458310,CoffeeMan Travel,37,9212,77.9K,2023-5-5,/@coffeemantravel,coffeemantravel,Replying to,"['travel', 'singapore', 'malaysia', 'traveltiktok', 'shuttletebrau', 'kualalumpur', 'ktmmalaysia', 'srtthailand', 'train', 'trainlife', 'trainlover', 'traintravel', 'trainticket', 'fyp']",18.2K,13.3K,1790,164,how to buy train ticket from Kuala Lumpur to Singapore go to ktnv.com select train from kl sentral to gemma's next song select your shuttle train to Singapore
123_post,https://www.tiktok.com/@_charlenemay/video/7224318191902657834,Charlene May,444,15.6K,556.3K,2023-4-21,/@_charlenemay,_charlenemay,Singapore Travel Itinerary!,"['singaporetravel', 'singaporeitinerary', 'visitsingapore', 'singapore🇸🇬']",365,245,34,5,this is your ultimate Singapore itinerary first things first you have to eat a traditional Singaporean breakfast consist of Kaya butter toast soft-boiled eggs and Colby you must dip the Kaya butter toast into the boiled eggs and eat that delicious flavor balm then you wash all that down with some cold feet this is a great way to start your day after you get your breakfast. and you should try exploring haji Lane this street is so pretty and there are so many things for you to do here I grab coffee first and went down to look at all the pretty murals. they also have this cool bar called Black Sheep that I got drinks at and they have so many vintage stores to choose from here you have to visit the podcast Cafe there's so many different plugs to play with there was such a fun experience. then you should make your way over to the Maxwell Food Center to get some yummy Hawker Center Foods 100%hi my name is chicken and rice what are my most memorable meals ever. and at night time you have to go to the gardens by the bay to watch the light show try buying tickets to the ocbc Skyway to watch the show from above. then you should go exploring Marina Bay Sands which is an iconic hotel in Singapore and at the Marina Bay Sands Waterfront you can watch their night show which is called Spectra it's a light and water show and you can grab a drink at one of the many bars along the Waterfront we chose to go to Lenore and they have live music here. have a great trip
124_post,https://www.tiktok.com/@gardensbythebay/video/7245657482293546242,Gardens by the Bay,4,1646,16.3K,2023-6-17,/@gardensbythebay,gardensbythebay,"📍Flower Dome, Gardens by the Bay","['gardensbythebay', 'roseromancegbb', 'flowerdomegbb', 'singapore', 'nature', 'traveltok']",5279,664,434,21,NEED A PLACE TO CONFESS YOUR UNDYING LOVE Flower Dome Rose Romance
125_post,https://www.tiktok.com/@sarahfunkyy/video/7220775115284417838,sarahfunky,115,23K,463.3K,2023-4-11,/@sarahfunkyy,sarahfunkyy,This is how you do 24 hours in,"['singapore', 'singaporetravel', 'travelguide']",508,190,61,1,this is how you do 24 hours in Singapore arrive at the airport and stay there I'm not kidding the Changi Airport has the world's tallest indoor waterfall a mirror maze a walking net and more. for lunch head to hung them market and food center where you'll find the most Michelin starred Street Hawker stands out of anywhere in the country. I love the Gigi wonton noodles signature dish for only $4.50 . next go to the gardens by the bay and see the iconic supertree grove and Cloud Forest. you want to spend a few hours get sushi and feel like you've been transported to Japan are amazing too. and once you're done eating catch the nightly free light and water show at Marina Bay Sands. finally go to sleep at the Fashion theme home breakfast
126_post,https://www.tiktok.com/@shellamuliaa/video/7200415709116009754,SHELLA MULIA,29,871,29.3K,2023-2-15,/@shellamuliaa,shellamuliaa,"FREE Anti Mainstream Photo Spots in SG 🇸🇬 Singapore is full of colors, me likey 🌈 ","['sgwithshella', 'singapore', 'singaporetrip', 'travelblogger', 'exploresingapore', 'singaporetravel', 'instagrammable', 'instagrammableplaces', 'fyp', 'fypシ']",9126,8347,1173,39,"6 anti mainstream free photo spots in singapore. capita spring, library orchard, old hill police station, redhill station pink mrt station, potato head, mbs at night"
127_post,https://www.tiktok.com/@thebucketlistticker/video/7231594446050135298,LifeofAbhisumi🤍,181,1522,114.2K,2023-5-10,/@thebucketlistticker,thebucketlistticker,"I was a stupid girl with a stupid dream of a perfect loving marriage. You made me live in my dream. I love you so much. You are my confidence, my pride, and my strength. You are mine and always will be. Happy Anniversary Boo 🤍♾️","['abhisumi', 'anniversary', 'anythingforyou', 'ldrstory', 'ldr', 'singapore', 'blessed', 'thebucketlistticker', 'singaporetiktok', 'foryou', 'positivevibes', 'canada', 'flewcanadatosingaporetoseehim', 'fyp', 'blessed', 'blessedwithbest', 'travelboast', 'fyp']",1409,63,203,30,Anything to see him Canada to Singapore just to see him
128_post,https://www.tiktok.com/@kerrynlee/video/7239352539089554706,小欣 Kerryn Lee,298,28.2K,1M,2023-5-31,/@kerrynlee,kerrynlee,"How to get free attraction tickets for tourists in SG🇸🇬 (including aquarium, zoo, cruise…) ","['fyp', 'singapore', 'tiktoksg', 'sgtravel', 'visitsg', 'zoo', 'aquarium', 'sentosa', 'sgfoodie']",32K,25.3K,4784,255,do you know that you can visit this attractions for free in Singapore if you are a tourist all you have to do is go to this website set up as a member and book your sword for the activity that you're interested in sea aquarium and do what the more popular activities if you want to secure the tickets for free you have to stand by before 12:00 a.m. 14 days in advance this promotion is only valid for tourists who are traveling to Singapore by flight you also have to be above 18 to enjoy this deal if you know anyone who is traveling to Singapore feel free to share this video to them follow me for more exciting deals in Singapore and I'll see you in my next video bye bye
129_post,https://www.tiktok.com/@planetdays.store/video/7221854447968800001,☁️🌷Planetdays🌷☁️,59,21.6K,319.4K,2023-4-14,/@planetdays.store,planetdays.store,Yummy laksa and many cool thrifts/vintage shops are in the mall too!!,"['travelsingapore', 'wheretogosingapore', 'giftshopsg', 'smallbusiness']",20.9K,5859,1193,177,"if you are visiting singapore you have to visit this shop. many small local businesses are featured here, perfect for cute souvenirs. queensway shopping centre 03-49"
130_post,https://www.tiktok.com/@laurels.insights/video/7212172403890310401,Laurel 🦋 || solo backpacker,95,1928,104.4K,2023-3-19,/@laurels.insights,laurels.insights,Maybe checkout the regulations before coming here. 🫣😅 there is much more than this video…,"['singapore', 'traveltips', 'solotravel', 'singaporetips']",455,54,12,24,"3 mistakes not to make in singapore crossing the street without a crosswalk, Throwing trash not in a trash can. walking around naked at home"
131_post,https://www.tiktok.com/@hideoutplacesg/video/7206532245744667912,Hide Out Place,143,3133,34.9K,2023-3-4,/@hideoutplacesg,hideoutplacesg,Introducing our new themed rooms,"['luna', 'ashura', 'boutiquehotel', 'hotelalternative', 'staycationsg', 'sgtiktok', 'exploresg', 'singapore', 'singaporetrending', 'singaporelife', 'singapore', 'travelsg', 'travelbucketlist', 'igsg', 'sgig', 'love', 'singaporeinsiders', 'singaporean', 'singaporetrip', 'couplesinsg', 'datenight', 'privatemovieroom']",4381,22,101,17,Luna and Ashura is ready for bookings set 65 packs comfortably reclinable sofa bed and comfortable cinematic experience hey Google
132_post,https://www.tiktok.com/@lockerroomsg/video/7243592848308702482,LockerRoomSG,11,3313,171.3K,2023-6-12,/@lockerroomsg,lockerroomsg,He nearly travel across Asia 🥵 and did he double at the 3 point line before the drive? 🤔,"['basketball', 'singaporebasketball', 'rigorersg']",37.9K,999,466,667,
133_post,https://www.tiktok.com/@baokieu230598/video/7218128841833843970,Bảo Kiều TV,422,2187,12.5K,2023-4-4,/@baokieu230598,baokieu230598,❌Cảnh báo lừa đảo !!! ❌Chiêu trò đổi tiền !!! 🆘🆘🆘,"['singapore', 'travel', 'cheat', 'luadao', 'donotchangemoney', 'slivercab', 'taxi']",1378,94,146,287,call the police i dont scared you
134_post,https://www.tiktok.com/@mamiczka/video/7253763363040267546,Mamiko,923,728.3K,7.8M,4d ago,/@mamiczka,mamiczka,Listen to this before coming to Singapore cause reviewing local food here is very important.,"['travel', 'traveltosingapore']",806,21,1,7,"in singapore we want to recommend somebody something nice to eat, instead of saying hey how does your food taste? its very good you should try some. we also say eh your food nice or not. wah die die must try ah. wah die die ah. try try try. eh thank you thank you"
135_post,https://www.tiktok.com/@wxndawoman/video/7116562495346707718,Wxndawoman,174,83.7K,3.5M,2022-7-4,/@wxndawoman,wxndawoman,World’s Best Airport 🥇,"['singaporeairport', 'singapore', 'travel']",240.2K,23.2K,7044,0,pov you just landed in singapore airport
136_post,https://www.tiktok.com/@ulfaalhanif/video/7224720573413330203,Ulfa Alhanif,285,1.3M,36.7M,2023-4-22,/@ulfaalhanif,ulfaalhanif,PECINTA MINIONS MENANGIS MELIHAT INI!!😭,"['minions', 'uss', 'universalstudios', 'universalstudiossingapore', 'singapore', 'minivlog', 'dailyminivlog', 'singaporetravel']",35K,3964,636,159,
137_post,https://www.tiktok.com/@angelynaferido/video/7226717172620446982,@feridoa14 on IG,163,296.4K,2.8M,2023-4-27,/@angelynaferido,angelynaferido,ayoko na umuwi 🥹,"['shopping', 'singapore', 'traveltiktok', 'sgitinerary', 'diytravel', 'aesthetic', 'foryou', 'fyp']",13.2K,3787,606,110,this is your sign to shop in bugis street Singapore the most aesthetic clothing store. look what i found thank me later
138_post,https://www.tiktok.com/@tr4velwithmel/video/7212601807237811461,Melissa  | Travels ☀️✈️,80,22.7K,529.4K,2023-3-20,/@tr4velwithmel,tr4velwithmel,"Singapore Day 1, on a Budget! Everything we did on our first day in Singapore and we literally walked everywhere this day! ","['budgetsingapore', 'thingstodosingapore', 'whattodoinsingapore', 'singaporeonabudget', 'singaporetravel', 'marinabaysands', 'singaporetravelguide', 'budgettravelsingapore', 'thingstodoinsingapore', 'traveltips', 'travelguide', 'femaletraveller', 'backpackingsea', 'southeastasia', 'bananapancaketrail']",1364,830,133,15,"singapore say 1 including the jewel, street art, marina bay mall, gardens by the bay, maxwell food court, spectra light show. so we spent 3 days in singapore and this is day one including everything we did this day. so we arrived at the airport around 10am and we went straight to see the jewel cause we have see so much about it, so this was really impressive and it is a massive waterfall inside the airport. we then went on the metro to get to our accomodation which is in boat quay and this only took us around 30 minutes. so we stayed at the beat capsule hostel and it was quite expensive. however all the accomodation in singapore was expensive and this was the cheapest we could find. we then decided to go and get some food so we headed to the nearest hawker centre which was the maxwell food court and this had so so much choice of food and we also saw some street art on the way, so we found this to be one of the cheapest hawker centers that we went to and it had lots of choice of food but we picked to go on this queue because it was a massive queue so we thought obviously the food would be good. so we ended up getting a pork and rice dish which cost us 3.50 each. we then had a walk through chinatown and then we headed back to the hotel to put our bags in our rooms, and then we headed out to marina bay sands so this is a reallly really pretty area to walk around and it was pretty quiet and we also absolutely love the marina bay sands hotel. this took us around a 20 minute walk from our hostel to get to this area and there is loads to do in this area as well. so first we went to the marina bay shopping centre and this is how you get to the gardens by the bay. so we walked around the garden by the bay while it was daylight which was really nice to see and they hace also got like a cactus garden and a few other things there as well. so we then had a walk around. we stayed in this area until the light show in the evening so its really pretty to start seeing the trees light up when it gets dark adn then we also stayed for the light show which was at 745 or 845 every evening so we then stayed in this area because we wanted to wait for the spectra light show which is at 8 o'clock 9 o'clock and 10 o'clock weekends as well so this was really really impressive and its amazing views of the city and they do a light show which lasts around 15 minutes and it was really good to see so after the light and fountain showed finished. we then headed back to our hotel and got some rest for the night because we had done so many steps today and our legs were sore"
139_post,https://www.tiktok.com/@visit_singapore/video/7187326090845719809,Visit Singapore,22,1.5M,8.1M,2023-1-11,/@visit_singapore,visit_singapore,💰 How much would you spend in Singapore?,"['visitsingapore', 'traveltiktok', 'singaporefoodie']",15.6K,906,329,140,"singapore is known to be a crazy expensive place but today i am gonna challenge myself with a budget of only 35 dollars for the day. so i am here in chinatown since many of you have recommended. i start my day with a classic singaporean breakfast. this is kaya toast. it is a popular coconut based jam. the price 4 dollars. the unique thing about singapore is that you dont just find just chinese culture here. this is the buddha tooth relic temple. it is a short walk from a mosque masjid jamae chulia mosque, and oldest temple sri mariamman. many of you recommended going to a hawker centre so here i am. i was told this was the best wanton noodles in singapore. the price of lunch 6 dollars and this is crazy because this is michelin graded this is really delicious i can see why its so popular. there are many michelin rated restaurants in this neighborhood and surprisingly affordable. one of you suggested this plant based restaurant. lets give it a try lagsana and a drink 25 dollars. i ate some amazing food saw some cool sights and stuck to my budget"
140_post,https://www.tiktok.com/@popculturebf/video/7253251948449729794,popculturebf,3522,27.4K,1.3M,6d ago,/@popculturebf,popculturebf,"Can you be more specific, please? ","['language', 'bahasa', 'indonesia', 'malay', 'singapore', 'malaysia', 'brunei', 'southeastasia', 'travel', 'tourist', 'vacation', 'trip', 'multilingual', 'bilingual']",9711,487,93,273,you know what I just realized I realized that there are people around the world that recognize the language that Indonesian speak as Bahasa just Bahasa about what those same people don't know is that in Malay Bahasa means language so if you're going to flex to a Southeast Asian specifically Malaysian Singaporean or Brunei and that hey I speak Bahasa
141_post,https://www.tiktok.com/@visit_singapore/video/7197343937202228482,Visit Singapore,22,1.5M,8.1M,2023-2-7,/@visit_singapore,visit_singapore,Got a night owl in you? 🦉 Let Island Duty Manager Raj show you what,"['visitsingapore', 'traveltok', 'passionmadepossible', 'singaporeimagine', 'sentosa']",12.7K,102,70,24,"go on a forest Adventure at night spot the nocturnal creatures in the dark enjoy late night dining at this restaurant is 40,000 marine animals to keep you company synthesis night scene at 79 m above sea level is so unreal on the island"
142_post,https://www.tiktok.com/@jforjpeg/video/7224300097323011346,jayohhel,71,1142,66.6K,2023-4-21,/@jforjpeg,jforjpeg,Replying to,"['foryourpage', 'travel', 'goviral', 'foryou', 'fyp', 'sgtiktok', 'singapore', 'nature']",28.1K,2115,4756,348,makes me feel alive
144_post,https://www.tiktok.com/@trainpal/video/7252357928278035738,TrainPal,43,250.2K,8.8M,2023-7-5,/@trainpal,trainpal,I wish my flight could be late.🫣✈️,"['changiairport', 'travel', 'travelwithtrainpal', 'traveltok', 'singapore', 'green', 'flight', 'garden', 'fresh', 'fyp']",3947,95,73,44,"its too beautiful to be an airport changi airport singapore, its like a huge garden"
145_post,https://www.tiktok.com/@visit_singapore/video/7177322428220083458,Visit Singapore,22,1.5M,8.1M,2022-12-15,/@visit_singapore,visit_singapore,SLAYOVER. Who’s with us?,"['visitsingapore', 'passionmadepossible', 'travelhacks', 'traveltok', 'layover']",75K,1346,993,304,"how to spend a layover in singapore, jewel changi airport, design orchard, mr bucket chocolaterie dempsey factory, tanglin gin distillery, merlion park, jypsy one fullerton, garden rhapsody at gardens by the bay. back to the airport"
147_post,https://www.tiktok.com/@beanlately/video/7197035897336892699,bea,765,8551,336.5K,2023-2-6,/@beanlately,beanlately,Day 1 in Singapore ~ free day,"['tiktok', 'singapore', 'travel', 'traveltiktok', 'travelhacks', 'tips', 'fyp', 'fypシ', 'singaporetiktokers🇸🇬']",2026,746,228,37,"play one in Singapore but calendar decide coming for Monday free shuttle from T4 to Jewel at the iconic waterfall in the MRT camera 7-Eleven food for $1,677 got the goods and finally reunited with my favorite orange juice to Dollars lunch at 7:30 a.m. tomorrow what is a hotel"
148_post,https://www.tiktok.com/@marifranceri/video/7217353340487748870,MARI FRANCERI 🐇,136,77.3K,951.4K,2023-4-2,/@marifranceri,marifranceri,what i spent in a day including a good budget hotel! in 🇸🇬 Singapore 2023 ✈️,"['singaporetravel2023', 'singaporeplacestogo', 'singaporeoutfits', 'singaporetravelrequirements', 'singaporeeats', 'travelvlog', 'singapore', 'sgtiktok', 'vlog', 'brightstarhotel', 'budgethotel', 'budgetsingapore', 'airbnb', 'travel', 'sg', 'travelbudget', 'budgettravel', 'traveltips', 'hajilane', 'arabst', 'haji', 'fyp', 'foryou', 'jetstar']",2417,1009,177,74,"what I spent in a day as a traveler in Singapore starting off with how much the plane tickets were but before that I'm going to Interior no Old Airport the floor and the ceiling are so pretty but we spent 5 days in Singapore and this is day one we booked via Jetstar Airlines and that's around 11,000 pesos in total going there it's around 5:00 going back at 7:00 or 7:00 we had breakfast here and Cafe Express in 315 pesos Airport terminal for arrivalairport to check for Airport Terminal 3 interior and dimension chandelier technology plants and say yeah the lunch come is a food Garden Airport bus going to the bus and MRT and LRT station we had to buy a card there the card was around 4808 pesos 1000 Pesos for the hour alarm to 7:45are you ready this is called bright star hotel in San Francisco and activities here we are in Haji Lane which is open every day your mama shops guys they open around 11:00 a.m. on words and I'm going to Night Live later ones for clothing different areas fast if you're going to spend on clothes here in at Cost around $ 1, 0 4Whats 9 + 799 and mostly Halal and Arabic food so champagne glass bottles number 578 it looks empty from the outside but it's so full and the inside you can book a reservation there or you can walk and it's just that withturn on Hindi full movie we still had one couch for us to pick up pick another song around 600 to 900 pesos around 1,000 to 4000 pesos they don't have a drink menu that's because you have to tell them what flavors you like and they basically makes a drink for you Super Saiyan this is my order it's basically Rosemary with Jen and tonic and strawberry here are live reactions of using our drinks really love my drink and the Japanese restaurantSpell bargain tubig it's 100 + 50 is day two out of five in Singapore"
